Identification :	anonyme	 Operateur : 	Régis	 Id tablette : 	612374849	 Id Curseur : 	 ??? 
2019-02-20	 11-45-05
Fichier origine : 	C:\Users\utilisateur\Desktop\lettre a ecriture normale
Nb segments :	1
Seg	 Num	 X /100 mm	 Y /100 mm	 Interv ms	 Time ms	 Tip 	P	 Az 	 Al
0	0	14549	11511	7	7	0	0	18	87
0	1	14549	11519	8	15	0	0	18	87
0	2	14549	11543	7	22	0	0	18	87
0	3	14548	11568	8	30	0	0	18	87
0	4	14541	11598	7	37	0	0	18	87
0	5	14532	11627	8	45	0	0	27	88
0	6	14517	11660	7	52	0	0	27	88
0	7	14510	11660	8	60	0	0	27	88
0	8	14493	11660	7	67	0	0	63	88
0	9	14485	11660	8	75	0	0	63	88
0	10	14466	11665	7	82	0	0	63	88
0	11	14460	11671	8	90	0	0	63	88
0	12	14446	11676	7	97	0	0	90	88
0	13	14434	11689	8	105	0	0	90	88
0	14	14422	11701	7	112	0	0	90	87
0	15	14410	11709	8	120	0	0	90	87
0	16	14400	11718	7	127	0	0	90	87
0	17	14389	11724	8	135	0	0	90	87
0	18	14380	11728	7	142	0	0	90	86
0	19	14370	11730	8	150	0	0	104	86
0	20	14363	11731	7	157	0	0	101	85
0	21	14355	11731	8	165	0	0	101	85
0	22	14348	11731	7	172	0	0	99	84
0	23	14337	11731	8	180	0	0	98	83
0	24	14330	11731	7	187	0	0	98	83
0	25	14325	11731	8	195	0	0	104	82
0	26	14319	11727	8	203	0	0	102	81
0	27	14314	11720	7	210	0	0	102	81
0	28	14309	11712	8	218	0	0	101	80
0	29	14304	11704	7	225	0	0	107	80
0	30	14299	11694	8	233	0	0	105	79
0	31	14295	11680	7	240	0	0	104	78
0	32	14290	11661	8	248	0	0	108	77
0	33	14285	11641	7	255	0	0	107	76
0	34	14281	11618	8	263	0	0	106	75
0	35	14276	11588	7	270	0	0	105	75
0	36	14271	11551	8	278	0	0	107	73
0	37	14265	11508	7	285	0	0	106	72
0	38	14257	11468	8	293	0	0	108	71
0	39	14250	11447	7	300	0	0	109	69
0	40	14244	11447	8	308	0	0	108	68
0	41	14237	11447	7	315	0	0	108	66
0	42	14232	11429	8	323	0	0	109	64
0	43	14226	11426	7	330	0	0	109	62
0	44	14218	11423	8	338	0	0	110	60
0	45	14216	11421	7	345	0	0	110	58
0	46	14215	11413	8	353	0	0	110	56
0	47	14215	11406	7	360	0	0	110	55
0	48	14215	11401	8	368	0	0	110	54
0	49	14215	11392	7	375	0	0	110	53
0	50	14215	11384	8	383	0	0	110	52
0	51	14216	11368	7	390	0	0	110	51
0	52	14223	11348	8	398	0	0	109	50
0	53	14232	11321	7	405	0	0	109	49
0	54	14245	11294	8	413	0	0	109	49
0	55	14250	11281	7	420	0	0	109	48
0	56	14266	11281	8	428	0	0	109	48
0	57	14282	11264	8	436	0	0	109	47
0	58	14301	11264	7	443	0	0	109	47
0	59	14322	11246	8	451	0	0	109	46
0	60	14345	11241	7	458	0	0	110	46
0	61	14370	11223	8	466	0	0	110	46
0	62	14387	11204	7	473	0	0	109	45
0	63	14404	11184	8	481	0	0	109	45
0	64	14423	11171	7	488	0	0	109	45
0	65	14442	11171	8	496	0	0	109	45
0	66	14461	11171	7	503	0	0	109	45
0	67	14481	11171	8	511	0	0	109	45
0	68	14502	11171	7	518	0	0	110	46
0	69	14523	11170	8	526	0	0	110	46
0	70	14545	11170	7	533	0	0	110	46
0	71	14567	11170	8	541	0	0	110	46
0	72	14588	11177	7	548	0	0	110	46
0	73	14608	11182	8	556	0	0	111	46
0	74	14627	11197	7	563	0	0	111	46
0	75	14646	11213	8	571	0	0	111	46
0	76	14666	11228	7	578	0	0	111	46
0	77	14685	11245	8	586	0	0	111	46
0	78	14704	11257	7	593	0	0	111	46
0	79	14725	11270	8	601	0	0	112	46
0	80	14743	11284	7	608	0	0	113	47
0	81	14762	11297	8	616	0	0	113	47
0	82	14781	11312	7	623	0	0	112	47
0	83	14798	11327	8	631	0	0	112	48
0	84	14816	11342	7	638	0	0	112	48
0	85	14830	11360	8	646	0	0	112	49
0	86	14841	11376	7	653	0	0	113	50
0	87	14848	11392	8	661	0	0	113	51
0	88	14850	11408	8	669	0	0	113	52
0	89	14850	11408	44	713	1	91	113	52
0	90	14850	11434	7	720	1	102	114	53
0	91	14850	11446	8	728	1	149	113	54
0	92	14845	11459	7	735	1	202	113	54
0	93	14837	11472	8	743	1	241	114	55
0	94	14831	11485	7	750	1	284	114	55
0	95	14823	11498	8	758	1	315	115	55
0	96	14814	11513	7	765	1	342	115	55
0	97	14806	11527	8	773	1	370	115	55
0	98	14795	11544	7	780	1	392	115	55
0	99	14784	11560	8	788	1	406	115	55
0	100	14770	11576	7	795	1	419	115	55
0	101	14753	11592	8	803	1	429	115	55
0	102	14731	11607	7	810	1	436	115	55
0	103	14704	11618	8	818	1	439	115	55
0	104	14664	11624	7	825	1	437	115	55
0	105	14616	11624	8	833	1	433	116	55
0	106	14556	11624	7	840	1	429	116	55
0	107	14485	11602	8	848	1	427	116	55
0	108	14405	11563	7	855	1	421	116	55
0	109	14315	11511	8	863	1	414	116	55
0	110	14218	11442	7	870	1	415	115	54
0	111	14116	11358	8	878	1	412	115	54
0	112	14005	11259	7	885	1	409	115	54
0	113	13893	11146	8	893	1	404	114	55
0	114	13792	11026	8	901	1	402	113	54
0	115	13708	10906	7	908	1	402	113	54
0	116	13652	10793	8	916	1	402	113	54
0	117	13624	10692	7	923	1	402	113	54
0	118	13618	10600	8	931	1	400	112	54
0	119	13618	10514	7	938	1	396	112	54
0	120	13646	10435	8	946	1	394	112	54
0	121	13689	10360	7	953	1	391	110	53
0	122	13745	10295	8	961	1	385	110	53
0	123	13811	10239	7	968	1	379	110	53
0	124	13884	10194	8	976	1	372	108	54
0	125	13960	10165	7	983	1	363	108	54
0	126	14038	10150	8	991	1	353	108	54
0	127	14117	10150	7	998	1	348	107	54
0	128	14192	10154	8	1006	1	343	107	54
