Identification :	anonyme	 Operateur : 	Régis	 Id tablette : 	612374849	 Id Curseur : 	 ??? 
2019-02-20	 11-45-56
Fichier origine : 	C:\Users\utilisateur\Desktop\lettre a ecriture normale
Nb segments :	1
Seg	 Num	 X /100 mm	 Y /100 mm	 Interv ms	 Time ms	 Tip 	P	 Az 	 Al
0	0	15846	10264	7	7	0	0	90	87
0	1	15846	10264	8	15	0	0	90	87
0	2	15848	10264	7	22	0	0	90	87
0	3	15849	10264	8	30	0	0	90	87
0	4	15851	10264	7	37	0	0	90	87
0	5	15855	10264	8	45	0	0	90	87
0	6	15858	10264	7	52	0	0	90	87
0	7	15862	10264	8	60	0	0	90	87
0	8	15866	10264	7	67	0	0	90	87
0	9	15876	10264	8	75	0	0	90	87
0	10	15883	10259	7	82	0	0	90	87
0	11	15892	10254	8	90	0	0	90	87
0	12	15900	10249	7	97	0	0	90	87
0	13	15910	10242	8	105	0	0	90	86
0	14	15917	10237	7	112	0	0	101	85
0	15	15924	10232	8	120	0	0	106	83
0	16	15931	10226	7	127	0	0	110	81
0	17	15939	10226	8	135	0	0	114	80
0	18	15951	10224	7	142	0	0	114	78
0	19	15960	10224	8	150	0	0	120	76
0	20	15973	10224	7	157	0	0	119	74
0	21	15979	10224	8	165	0	0	119	72
0	22	15995	10224	7	172	0	0	120	71
0	23	16014	10231	8	180	0	0	121	69
0	24	16035	10243	7	187	0	0	122	68
0	25	16056	10252	8	195	0	0	122	67
0	26	16080	10261	7	202	0	0	123	65
0	27	16102	10269	8	210	0	0	124	64
0	28	16125	10277	7	217	0	0	124	63
0	29	16140	10285	8	225	0	0	124	62
0	30	16153	10292	7	232	0	0	125	60
0	31	16153	10298	8	240	0	0	126	60
0	32	16173	10304	8	248	0	0	127	59
0	33	16181	10311	7	255	0	0	127	57
0	34	16202	10312	8	263	0	0	127	56
0	35	16226	10312	7	270	0	0	127	55
0	36	16245	10312	8	278	0	0	128	54
0	37	16265	10312	7	285	0	0	127	52
0	38	16285	10312	8	293	0	0	126	51
0	39	16305	10311	7	300	0	0	125	50
0	40	16325	10301	8	308	0	0	125	48
0	41	16342	10297	7	315	0	0	124	47
0	42	16357	10290	8	323	0	0	124	46
0	43	16370	10279	7	330	0	0	123	45
0	44	16381	10273	8	338	0	0	124	44
0	45	16392	10268	7	345	0	0	123	43
0	46	16396	10265	8	353	0	0	123	43
0	47	16410	10264	7	360	0	0	123	42
0	48	16418	10264	8	368	0	0	123	43
0	49	16428	10264	7	375	0	0	123	43
0	50	16432	10264	8	383	0	0	123	43
0	51	16435	10265	7	390	0	0	124	44
0	52	16449	10271	8	398	0	0	124	44
0	53	16461	10277	7	405	0	0	123	44
0	54	16463	10285	8	413	0	0	123	45
0	55	16470	10291	7	420	0	0	123	45
0	56	16478	10301	8	428	0	0	124	46
0	57	16480	10307	7	435	0	0	123	46
0	58	16488	10314	8	443	0	0	124	47
0	59	16491	10322	7	450	0	0	124	47
0	60	16496	10330	8	458	0	0	125	47
0	61	16500	10339	7	465	0	0	124	48
0	62	16506	10350	8	473	0	0	125	48
0	63	16514	10362	8	481	0	0	125	48
0	64	16521	10376	7	488	0	0	126	49
0	65	16526	10389	8	496	0	0	126	49
0	66	16531	10400	7	503	0	0	126	49
0	67	16532	10410	8	511	0	0	126	50
0	68	16532	10410	19	530	1	30	126	50
0	69	16533	10423	7	537	1	51	126	50
0	70	16533	10426	8	545	1	70	126	50
0	71	16533	10429	8	553	1	94	126	50
0	72	16533	10432	7	560	1	118	126	50
0	73	16533	10436	8	568	1	140	126	50
0	74	16533	10441	7	575	1	160	126	50
0	75	16533	10448	8	583	1	178	126	50
0	76	16533	10456	7	590	1	196	126	50
0	77	16533	10463	8	598	1	207	126	50
0	78	16533	10471	7	605	1	220	126	50
0	79	16533	10477	8	613	1	232	126	50
0	80	16533	10482	7	620	1	245	126	50
0	81	16533	10487	8	628	1	256	126	50
0	82	16533	10491	7	635	1	274	126	50
0	83	16533	10496	8	643	1	297	126	50
0	84	16533	10498	7	650	1	317	126	50
0	85	16533	10499	8	658	1	330	126	50
0	86	16533	10501	7	665	1	340	126	50
0	87	16533	10501	8	673	1	347	126	50
0	88	16533	10501	7	680	1	350	126	50
0	89	16533	10501	8	688	1	351	126	50
0	90	16533	10501	7	695	1	350	126	50
0	91	16533	10501	8	703	1	349	126	50
0	92	16533	10501	7	710	1	348	126	50
0	93	16533	10501	8	718	1	346	127	50
0	94	16533	10501	7	725	1	345	127	50
0	95	16533	10501	8	733	1	343	127	50
0	96	16533	10501	7	740	1	340	127	50
0	97	16533	10501	8	748	1	338	127	50
0	98	16533	10501	7	755	1	336	127	50
0	99	16533	10501	8	763	1	334	127	50
0	100	16533	10501	7	770	1	333	127	50
0	101	16534	10501	8	778	1	330	127	50
0	102	16535	10501	8	786	1	328	126	50
0	103	16535	10501	7	793	1	327	126	50
0	104	16535	10501	8	801	1	326	126	50
0	105	16536	10501	7	808	1	326	126	50
0	106	16536	10501	8	816	1	326	126	50
0	107	16536	10501	7	823	1	326	126	50
0	108	16536	10501	8	831	1	327	126	50
0	109	16536	10498	7	838	1	327	126	50
0	110	16537	10496	8	846	1	328	126	50
0	111	16538	10493	7	853	1	329	126	50
0	112	16538	10491	8	861	1	331	126	50
0	113	16538	10490	7	868	1	333	127	50
0	114	16538	10490	8	876	1	334	127	50
0	115	16538	10488	7	883	1	336	127	50
0	116	16538	10488	8	891	1	338	127	50
0	117	16538	10488	7	898	1	341	127	50
0	118	16538	10487	8	906	1	343	127	50
0	119	16538	10487	7	913	1	345	127	50
0	120	16538	10486	8	921	1	348	126	50
0	121	16538	10485	7	928	1	349	126	50
0	122	16538	10484	8	936	1	350	126	50
0	123	16538	10482	7	943	1	349	126	50
0	124	16538	10481	8	951	1	348	126	50
0	125	16538	10480	7	958	1	347	126	50
0	126	16538	10479	8	966	1	347	126	50
0	127	16538	10478	7	973	1	346	126	50
0	128	16538	10477	8	981	1	346	126	50
0	129	16538	10477	7	988	1	345	126	50
0	130	16538	10476	8	996	1	345	126	50
0	131	16538	10474	7	1003	1	345	126	50
0	132	16538	10471	8	1011	1	345	126	50
0	133	16538	10469	8	1019	1	344	126	50
0	134	16538	10466	7	1026	1	345	126	50
0	135	16538	10466	8	1034	1	345	126	50
0	136	16538	10466	7	1041	1	344	126	50
0	137	16538	10465	8	1049	1	345	126	50
0	138	16538	10465	7	1056	1	345	126	50
0	139	16538	10464	8	1064	1	345	126	50
0	140	16538	10464	7	1071	1	345	126	50
0	141	16538	10464	8	1079	1	345	126	50
0	142	16538	10464	7	1086	1	346	126	50
0	143	16538	10464	8	1094	1	346	126	50
0	144	16538	10464	7	1101	1	346	126	50
0	145	16538	10464	8	1109	1	346	126	50
0	146	16538	10464	7	1116	1	346	126	50
0	147	16538	10464	8	1124	1	346	126	50
0	148	16538	10462	7	1131	1	347	126	50
0	149	16538	10461	8	1139	1	349	126	50
0	150	16538	10459	7	1146	1	350	126	50
0	151	16538	10457	8	1154	1	351	126	50
0	152	16538	10457	7	1161	1	353	126	50
0	153	16538	10456	8	1169	1	353	126	50
0	154	16538	10456	7	1176	1	354	126	50
0	155	16538	10456	8	1184	1	354	126	50
0	156	16538	10454	7	1191	1	355	126	50
0	157	16538	10454	8	1199	1	356	126	50
0	158	16538	10454	7	1206	1	361	126	50
0	159	16538	10454	8	1214	1	366	126	50
0	160	16538	10453	7	1221	1	375	126	50
0	161	16538	10453	8	1229	1	386	126	50
0	162	16538	10453	7	1236	1	400	126	50
0	163	16538	10453	8	1244	1	415	126	50
0	164	16538	10453	7	1251	1	428	126	50
0	165	16536	10453	8	1259	1	438	126	50
0	166	16530	10453	8	1267	1	447	126	50
0	167	16522	10453	7	1274	1	455	126	50
0	168	16513	10453	8	1282	1	460	126	50
0	169	16501	10453	7	1289	1	467	126	50
0	170	16485	10453	8	1297	1	470	126	50
0	171	16465	10453	7	1304	1	474	126	50
